static 'static'	 [StartOfLine]	Loc=<./data/output/code_11000.c:1:1>
identifier 'streams'		Loc=<./data/output/code_11000.c:7:24>
l_square '['		Loc=<./data/output/code_11000.c:7:31>
numeric_constant '0'		Loc=<./data/output/code_11000.c:7:32>
r_square ']'		Loc=<./data/output/code_11000.c:7:33>
semi ';'		Loc=<./data/output/code_11000.c:7:34>
int 'int'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:9:5>
identifier 'rtcp_bytes'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:9:9>
semi ';'		Loc=<./data/output/code_11000.c:9:19>
int 'int'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:11:5>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:11:9>
equal '='		Loc=<./data/output/code_11000.c:11:13>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:11:15>
arrow '->'		Loc=<./data/output/code_11000.c:11:18>
identifier 'size'		Loc=<./data/output/code_11000.c:11:20>
semi ';'		Loc=<./data/output/code_11000.c:11:24>
identifier 'av_dlog'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:15:5>
l_paren '('		Loc=<./data/output/code_11000.c:15:12>
identifier 's1'		Loc=<./data/output/code_11000.c:15:13>
comma ','		Loc=<./data/output/code_11000.c:15:15>
string_literal '"%d: write len=%d\n"'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:15:17>
comma ','		Loc=<./data/output/code_11000.c:15:37>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:15:39>
arrow '->'		Loc=<./data/output/code_11000.c:15:42>
identifier 'stream_index'		Loc=<./data/output/code_11000.c:15:44>
comma ','		Loc=<./data/output/code_11000.c:15:56>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:15:58>
r_paren ')'		Loc=<./data/output/code_11000.c:15:62>
semi ';'		Loc=<./data/output/code_11000.c:15:63>
identifier 'rtcp_bytes'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:19:5>
equal '='	 [LeadingSpace]	Loc=<./data/output/code_11000.c:19:16>
l_paren '('	 [LeadingSpace]	Loc=<./data/output/code_11000.c:19:18>
l_paren '('		Loc=<./data/output/code_11000.c:19:19>
identifier 's'		Loc=<./data/output/code_11000.c:19:20>
arrow '->'		Loc=<./data/output/code_11000.c:19:21>
identifier 'octet_count'		Loc=<./data/output/code_11000.c:19:23>
minus '-'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:19:35>
identifier 's'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:19:37>
arrow '->'		Loc=<./data/output/code_11000.c:19:38>
identifier 'last_octet_count'		Loc=<./data/output/code_11000.c:19:40>
r_paren ')'		Loc=<./data/output/code_11000.c:19:56>
star '*'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:19:58>
identifier 'RTCP_TX_RATIO_NUM'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:19:60>
r_paren ')'		Loc=<./data/output/code_11000.c:19:77>
slash '/'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:19:79>
identifier 'RTCP_TX_RATIO_DEN'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:21:9>
semi ';'		Loc=<./data/output/code_11000.c:21:26>
if 'if'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:23:5>
l_paren '('	 [LeadingSpace]	Loc=<./data/output/code_11000.c:23:8>
l_paren '('		Loc=<./data/output/code_11000.c:23:9>
identifier 's'		Loc=<./data/output/code_11000.c:23:10>
arrow '->'		Loc=<./data/output/code_11000.c:23:11>
identifier 'first_packet'		Loc=<./data/output/code_11000.c:23:13>
pipepipe '||'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:23:26>
l_paren '('	 [LeadingSpace]	Loc=<./data/output/code_11000.c:23:29>
l_paren '('		Loc=<./data/output/code_11000.c:23:30>
identifier 'rtcp_bytes'		Loc=<./data/output/code_11000.c:23:31>
greaterequal '>='	 [LeadingSpace]	Loc=<./data/output/code_11000.c:23:42>
identifier 'RTCP_SR_SIZE'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:23:45>
r_paren ')'		Loc=<./data/output/code_11000.c:23:57>
ampamp '&&'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:23:59>
l_paren '('	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:25:29>
identifier 'ff_ntp_time'		Loc=<./data/output/code_11000.c:25:30>
l_paren '('		Loc=<./data/output/code_11000.c:25:41>
r_paren ')'		Loc=<./data/output/code_11000.c:25:42>
minus '-'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:25:44>
identifier 's'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:25:46>
arrow '->'		Loc=<./data/output/code_11000.c:25:47>
identifier 'last_rtcp_ntp_time'		Loc=<./data/output/code_11000.c:25:49>
greater '>'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:25:68>
numeric_constant '5000000'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:25:70>
r_paren ')'		Loc=<./data/output/code_11000.c:25:77>
r_paren ')'		Loc=<./data/output/code_11000.c:25:78>
r_paren ')'		Loc=<./data/output/code_11000.c:25:79>
ampamp '&&'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:25:81>
exclaim '!'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:27:9>
l_paren '('		Loc=<./data/output/code_11000.c:27:10>
identifier 's'		Loc=<./data/output/code_11000.c:27:11>
arrow '->'		Loc=<./data/output/code_11000.c:27:12>
identifier 'flags'		Loc=<./data/output/code_11000.c:27:14>
amp '&'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:27:20>
identifier 'FF_RTP_FLAG_SKIP_RTCP'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:27:22>
r_paren ')'		Loc=<./data/output/code_11000.c:27:43>
r_paren ')'		Loc=<./data/output/code_11000.c:27:44>
l_brace '{'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:27:46>
identifier 'rtcp_send_sr'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:29:9>
l_paren '('		Loc=<./data/output/code_11000.c:29:21>
identifier 's1'		Loc=<./data/output/code_11000.c:29:22>
comma ','		Loc=<./data/output/code_11000.c:29:24>
identifier 'ff_ntp_time'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:29:26>
l_paren '('		Loc=<./data/output/code_11000.c:29:37>
r_paren ')'		Loc=<./data/output/code_11000.c:29:38>
comma ','		Loc=<./data/output/code_11000.c:29:39>
numeric_constant '0'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:29:41>
r_paren ')'		Loc=<./data/output/code_11000.c:29:42>
semi ';'		Loc=<./data/output/code_11000.c:29:43>
identifier 's'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:31:9>
arrow '->'		Loc=<./data/output/code_11000.c:31:10>
identifier 'last_octet_count'		Loc=<./data/output/code_11000.c:31:12>
equal '='	 [LeadingSpace]	Loc=<./data/output/code_11000.c:31:29>
identifier 's'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:31:31>
arrow '->'		Loc=<./data/output/code_11000.c:31:32>
identifier 'octet_count'		Loc=<./data/output/code_11000.c:31:34>
semi ';'		Loc=<./data/output/code_11000.c:31:45>
identifier 's'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:33:9>
arrow '->'		Loc=<./data/output/code_11000.c:33:10>
identifier 'first_packet'		Loc=<./data/output/code_11000.c:33:12>
equal '='	 [LeadingSpace]	Loc=<./data/output/code_11000.c:33:25>
numeric_constant '0'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:33:27>
semi ';'		Loc=<./data/output/code_11000.c:33:28>
r_brace '}'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:35:5>
identifier 's'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:37:5>
arrow '->'		Loc=<./data/output/code_11000.c:37:6>
identifier 'cur_timestamp'		Loc=<./data/output/code_11000.c:37:8>
equal '='	 [LeadingSpace]	Loc=<./data/output/code_11000.c:37:22>
identifier 's'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:37:24>
arrow '->'		Loc=<./data/output/code_11000.c:37:25>
identifier 'base_timestamp'		Loc=<./data/output/code_11000.c:37:27>
plus '+'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:37:42>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:37:44>
arrow '->'		Loc=<./data/output/code_11000.c:37:47>
identifier 'pts'		Loc=<./data/output/code_11000.c:37:49>
semi ';'		Loc=<./data/output/code_11000.c:37:52>
switch 'switch'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:41:5>
l_paren '('		Loc=<./data/output/code_11000.c:41:11>
identifier 'st'		Loc=<./data/output/code_11000.c:41:12>
arrow '->'		Loc=<./data/output/code_11000.c:41:14>
identifier 'codec'		Loc=<./data/output/code_11000.c:41:16>
arrow '->'		Loc=<./data/output/code_11000.c:41:21>
identifier 'codec_id'		Loc=<./data/output/code_11000.c:41:23>
r_paren ')'		Loc=<./data/output/code_11000.c:41:31>
l_brace '{'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:41:33>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:43:5>
identifier 'AV_CODEC_ID_PCM_MULAW'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:43:10>
colon ':'		Loc=<./data/output/code_11000.c:43:31>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:45:5>
identifier 'AV_CODEC_ID_PCM_ALAW'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:45:10>
colon ':'		Loc=<./data/output/code_11000.c:45:30>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:47:5>
identifier 'AV_CODEC_ID_PCM_U8'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:47:10>
colon ':'		Loc=<./data/output/code_11000.c:47:28>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:49:5>
identifier 'AV_CODEC_ID_PCM_S8'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:49:10>
colon ':'		Loc=<./data/output/code_11000.c:49:28>
return 'return'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:51:9>
identifier 'rtp_send_samples'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:51:16>
l_paren '('		Loc=<./data/output/code_11000.c:51:32>
identifier 's1'		Loc=<./data/output/code_11000.c:51:33>
comma ','		Loc=<./data/output/code_11000.c:51:35>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:51:37>
arrow '->'		Loc=<./data/output/code_11000.c:51:40>
identifier 'data'		Loc=<./data/output/code_11000.c:51:42>
comma ','		Loc=<./data/output/code_11000.c:51:46>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:51:48>
comma ','		Loc=<./data/output/code_11000.c:51:52>
numeric_constant '8'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:51:54>
star '*'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:51:56>
identifier 'st'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:51:58>
arrow '->'		Loc=<./data/output/code_11000.c:51:60>
identifier 'codec'		Loc=<./data/output/code_11000.c:51:62>
arrow '->'		Loc=<./data/output/code_11000.c:51:67>
identifier 'channels'		Loc=<./data/output/code_11000.c:51:69>
r_paren ')'		Loc=<./data/output/code_11000.c:51:77>
semi ';'		Loc=<./data/output/code_11000.c:51:78>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:53:5>
identifier 'AV_CODEC_ID_PCM_U16BE'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:53:10>
colon ':'		Loc=<./data/output/code_11000.c:53:31>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:55:5>
identifier 'AV_CODEC_ID_PCM_U16LE'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:55:10>
colon ':'		Loc=<./data/output/code_11000.c:55:31>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:57:5>
identifier 'AV_CODEC_ID_PCM_S16BE'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:57:10>
colon ':'		Loc=<./data/output/code_11000.c:57:31>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:59:5>
identifier 'AV_CODEC_ID_PCM_S16LE'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:59:10>
colon ':'		Loc=<./data/output/code_11000.c:59:31>
return 'return'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:61:9>
identifier 'rtp_send_samples'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:61:16>
l_paren '('		Loc=<./data/output/code_11000.c:61:32>
identifier 's1'		Loc=<./data/output/code_11000.c:61:33>
comma ','		Loc=<./data/output/code_11000.c:61:35>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:61:37>
arrow '->'		Loc=<./data/output/code_11000.c:61:40>
identifier 'data'		Loc=<./data/output/code_11000.c:61:42>
comma ','		Loc=<./data/output/code_11000.c:61:46>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:61:48>
comma ','		Loc=<./data/output/code_11000.c:61:52>
numeric_constant '16'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:61:54>
star '*'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:61:57>
identifier 'st'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:61:59>
arrow '->'		Loc=<./data/output/code_11000.c:61:61>
identifier 'codec'		Loc=<./data/output/code_11000.c:61:63>
arrow '->'		Loc=<./data/output/code_11000.c:61:68>
identifier 'channels'		Loc=<./data/output/code_11000.c:61:70>
r_paren ')'		Loc=<./data/output/code_11000.c:61:78>
semi ';'		Loc=<./data/output/code_11000.c:61:79>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:63:5>
identifier 'AV_CODEC_ID_ADPCM_G722'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:63:10>
colon ':'		Loc=<./data/output/code_11000.c:63:32>
return 'return'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:73:9>
identifier 'rtp_send_samples'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:73:16>
l_paren '('		Loc=<./data/output/code_11000.c:73:32>
identifier 's1'		Loc=<./data/output/code_11000.c:73:33>
comma ','		Loc=<./data/output/code_11000.c:73:35>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:73:37>
arrow '->'		Loc=<./data/output/code_11000.c:73:40>
identifier 'data'		Loc=<./data/output/code_11000.c:73:42>
comma ','		Loc=<./data/output/code_11000.c:73:46>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:73:48>
comma ','		Loc=<./data/output/code_11000.c:73:52>
numeric_constant '8'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:73:54>
star '*'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:73:56>
identifier 'st'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:73:58>
arrow '->'		Loc=<./data/output/code_11000.c:73:60>
identifier 'codec'		Loc=<./data/output/code_11000.c:73:62>
arrow '->'		Loc=<./data/output/code_11000.c:73:67>
identifier 'channels'		Loc=<./data/output/code_11000.c:73:69>
r_paren ')'		Loc=<./data/output/code_11000.c:73:77>
semi ';'		Loc=<./data/output/code_11000.c:73:78>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:75:5>
identifier 'AV_CODEC_ID_ADPCM_G726'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:75:10>
colon ':'		Loc=<./data/output/code_11000.c:75:32>
return 'return'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:77:9>
identifier 'rtp_send_samples'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:77:16>
l_paren '('		Loc=<./data/output/code_11000.c:77:32>
identifier 's1'		Loc=<./data/output/code_11000.c:77:33>
comma ','		Loc=<./data/output/code_11000.c:77:35>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:77:37>
arrow '->'		Loc=<./data/output/code_11000.c:77:40>
identifier 'data'		Loc=<./data/output/code_11000.c:77:42>
comma ','		Loc=<./data/output/code_11000.c:77:46>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:77:48>
comma ','		Loc=<./data/output/code_11000.c:77:52>
identifier 'st'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:79:33>
arrow '->'		Loc=<./data/output/code_11000.c:79:35>
identifier 'codec'		Loc=<./data/output/code_11000.c:79:37>
arrow '->'		Loc=<./data/output/code_11000.c:79:42>
identifier 'bits_per_coded_sample'		Loc=<./data/output/code_11000.c:79:44>
star '*'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:79:66>
identifier 'st'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:79:68>
arrow '->'		Loc=<./data/output/code_11000.c:79:70>
identifier 'codec'		Loc=<./data/output/code_11000.c:79:72>
arrow '->'		Loc=<./data/output/code_11000.c:79:77>
identifier 'channels'		Loc=<./data/output/code_11000.c:79:79>
r_paren ')'		Loc=<./data/output/code_11000.c:79:87>
semi ';'		Loc=<./data/output/code_11000.c:79:88>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:81:5>
identifier 'AV_CODEC_ID_MP2'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:81:10>
colon ':'		Loc=<./data/output/code_11000.c:81:25>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:83:5>
identifier 'AV_CODEC_ID_MP3'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:83:10>
colon ':'		Loc=<./data/output/code_11000.c:83:25>
identifier 'rtp_send_mpegaudio'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:85:9>
l_paren '('		Loc=<./data/output/code_11000.c:85:27>
identifier 's1'		Loc=<./data/output/code_11000.c:85:28>
comma ','		Loc=<./data/output/code_11000.c:85:30>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:85:32>
arrow '->'		Loc=<./data/output/code_11000.c:85:35>
identifier 'data'		Loc=<./data/output/code_11000.c:85:37>
comma ','		Loc=<./data/output/code_11000.c:85:41>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:85:43>
r_paren ')'		Loc=<./data/output/code_11000.c:85:47>
semi ';'		Loc=<./data/output/code_11000.c:85:48>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:87:9>
semi ';'		Loc=<./data/output/code_11000.c:87:14>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:89:5>
identifier 'AV_CODEC_ID_MPEG1VIDEO'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:89:10>
colon ':'		Loc=<./data/output/code_11000.c:89:32>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:91:5>
identifier 'AV_CODEC_ID_MPEG2VIDEO'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:91:10>
colon ':'		Loc=<./data/output/code_11000.c:91:32>
identifier 'ff_rtp_send_mpegvideo'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:93:9>
l_paren '('		Loc=<./data/output/code_11000.c:93:30>
identifier 's1'		Loc=<./data/output/code_11000.c:93:31>
comma ','		Loc=<./data/output/code_11000.c:93:33>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:93:35>
arrow '->'		Loc=<./data/output/code_11000.c:93:38>
identifier 'data'		Loc=<./data/output/code_11000.c:93:40>
comma ','		Loc=<./data/output/code_11000.c:93:44>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:93:46>
r_paren ')'		Loc=<./data/output/code_11000.c:93:50>
semi ';'		Loc=<./data/output/code_11000.c:93:51>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:95:9>
semi ';'		Loc=<./data/output/code_11000.c:95:14>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:97:5>
identifier 'AV_CODEC_ID_AAC'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:97:10>
colon ':'		Loc=<./data/output/code_11000.c:97:25>
if 'if'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:99:9>
l_paren '('	 [LeadingSpace]	Loc=<./data/output/code_11000.c:99:12>
identifier 's'		Loc=<./data/output/code_11000.c:99:13>
arrow '->'		Loc=<./data/output/code_11000.c:99:14>
identifier 'flags'		Loc=<./data/output/code_11000.c:99:16>
amp '&'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:99:22>
identifier 'FF_RTP_FLAG_MP4A_LATM'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:99:24>
r_paren ')'		Loc=<./data/output/code_11000.c:99:45>
identifier 'ff_rtp_send_latm'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:101:13>
l_paren '('		Loc=<./data/output/code_11000.c:101:29>
identifier 's1'		Loc=<./data/output/code_11000.c:101:30>
comma ','		Loc=<./data/output/code_11000.c:101:32>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:101:34>
arrow '->'		Loc=<./data/output/code_11000.c:101:37>
identifier 'data'		Loc=<./data/output/code_11000.c:101:39>
comma ','		Loc=<./data/output/code_11000.c:101:43>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:101:45>
r_paren ')'		Loc=<./data/output/code_11000.c:101:49>
semi ';'		Loc=<./data/output/code_11000.c:101:50>
else 'else'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:103:9>
identifier 'ff_rtp_send_aac'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:105:13>
l_paren '('		Loc=<./data/output/code_11000.c:105:28>
identifier 's1'		Loc=<./data/output/code_11000.c:105:29>
comma ','		Loc=<./data/output/code_11000.c:105:31>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:105:33>
arrow '->'		Loc=<./data/output/code_11000.c:105:36>
identifier 'data'		Loc=<./data/output/code_11000.c:105:38>
comma ','		Loc=<./data/output/code_11000.c:105:42>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:105:44>
r_paren ')'		Loc=<./data/output/code_11000.c:105:48>
semi ';'		Loc=<./data/output/code_11000.c:105:49>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:107:9>
semi ';'		Loc=<./data/output/code_11000.c:107:14>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:109:5>
identifier 'AV_CODEC_ID_AMR_NB'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:109:10>
colon ':'		Loc=<./data/output/code_11000.c:109:28>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:111:5>
identifier 'AV_CODEC_ID_AMR_WB'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:111:10>
colon ':'		Loc=<./data/output/code_11000.c:111:28>
identifier 'ff_rtp_send_amr'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:113:9>
l_paren '('		Loc=<./data/output/code_11000.c:113:24>
identifier 's1'		Loc=<./data/output/code_11000.c:113:25>
comma ','		Loc=<./data/output/code_11000.c:113:27>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:113:29>
arrow '->'		Loc=<./data/output/code_11000.c:113:32>
identifier 'data'		Loc=<./data/output/code_11000.c:113:34>
comma ','		Loc=<./data/output/code_11000.c:113:38>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:113:40>
r_paren ')'		Loc=<./data/output/code_11000.c:113:44>
semi ';'		Loc=<./data/output/code_11000.c:113:45>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:115:9>
semi ';'		Loc=<./data/output/code_11000.c:115:14>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:117:5>
identifier 'AV_CODEC_ID_MPEG2TS'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:117:10>
colon ':'		Loc=<./data/output/code_11000.c:117:29>
identifier 'rtp_send_mpegts_raw'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:119:9>
l_paren '('		Loc=<./data/output/code_11000.c:119:28>
identifier 's1'		Loc=<./data/output/code_11000.c:119:29>
comma ','		Loc=<./data/output/code_11000.c:119:31>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:119:33>
arrow '->'		Loc=<./data/output/code_11000.c:119:36>
identifier 'data'		Loc=<./data/output/code_11000.c:119:38>
comma ','		Loc=<./data/output/code_11000.c:119:42>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:119:44>
r_paren ')'		Loc=<./data/output/code_11000.c:119:48>
semi ';'		Loc=<./data/output/code_11000.c:119:49>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:121:9>
semi ';'		Loc=<./data/output/code_11000.c:121:14>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:123:5>
